Time,Altitude,Velocity,Accel,Mass,Dyn. Pressure,Mach,Atm. Pressure,Stag. Temp,Flight_Type,Mission_ID
243.0,775016.7,5425.37,0.8,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
244.0,780017.4,5418.17,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
245.0,785010.91,5410.99,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
246.0,789997.25,5403.82,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
247.0,794976.43,5396.66,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
248.0,799948.46,5389.51,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
249.0,804913.34,5382.37,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
250.0,809871.09,5375.24,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
251.0,814821.72,5368.12,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
252.0,819765.23,5361.01,0.79,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
253.0,824701.63,5353.91,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
254.0,829630.94,5346.82,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
255.0,834553.17,5339.75,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
256.0,839468.31,5332.68,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
257.0,844376.39,5325.62,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
258.0,849277.41,5318.58,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
259.0,854171.37,5311.54,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
260.0,859058.3,5304.52,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
261.0,863938.2,5297.5,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
262.0,868811.07,5290.5,0.78,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
263.0,873676.93,5283.51,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
264.0,878535.78,5276.52,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
265.0,883387.64,5269.55,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
266.0,888232.52,5262.58,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
267.0,893070.41,5255.63,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
268.0,897901.34,5248.69,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
269.0,902725.3,5241.75,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
270.0,907542.32,5234.83,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
271.0,912352.39,5227.92,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
272.0,917155.53,5221.01,0.77,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
273.0,921951.75,5214.12,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
274.0,926741.05,5207.24,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
275.0,931523.44,5200.36,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
276.0,936298.93,5193.5,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
277.0,941067.54,5186.65,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
278.0,945829.26,5179.8,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
279.0,950584.11,5172.97,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
280.0,955332.1,5166.14,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
281.0,960073.23,5159.33,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
282.0,964807.51,5152.52,0.76,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
283.0,969534.95,5145.73,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
284.0,974255.57,5138.94,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
285.0,978969.36,5132.16,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
286.0,983676.34,5125.4,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
287.0,988376.51,5118.64,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
288.0,993069.89,5111.89,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
289.0,997756.47,5105.15,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
290.0,1002436.28,5098.42,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
291.0,1007109.32,5091.7,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
292.0,1011775.59,5084.99,0.75,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
293.0,1016435.11,5078.29,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
294.0,1021087.88,5071.6,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
295.0,1025733.91,5064.92,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
296.0,1030373.21,5058.24,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
297.0,1035005.78,5051.58,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
298.0,1039631.64,5044.92,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
299.0,1044250.8,5038.28,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
300.0,1048863.25,5031.64,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
301.0,1053469.02,5025.01,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
302.0,1058068.1,5018.4,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
303.0,1062660.51,5011.79,0.74,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
304.0,1067246.24,5005.19,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
305.0,1071825.32,4998.6,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
306.0,1076397.75,4992.01,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
307.0,1080963.54,4985.44,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
308.0,1085522.69,4978.88,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
309.0,1090075.21,4972.32,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
310.0,1094621.11,4965.77,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
311.0,1099160.4,4959.24,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
312.0,1103693.08,4952.71,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
313.0,1108219.17,4946.19,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
314.0,1112738.67,4939.68,0.73,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
315.0,1117251.58,4933.17,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
316.0,1121757.93,4926.68,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
317.0,1126257.7,4920.2,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
318.0,1130750.92,4913.72,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
319.0,1135237.58,4907.25,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
320.0,1139717.7,4900.79,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
321.0,1144191.29,4894.34,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
322.0,1148658.34,4887.9,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
323.0,1153118.87,4881.47,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
324.0,1157572.89,4875.04,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
325.0,1162020.4,4868.63,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
326.0,1166461.42,4862.22,0.72,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
327.0,1170895.94,4855.82,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
328.0,1175323.97,4849.43,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
329.0,1179745.53,4843.05,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
330.0,1184160.62,4836.67,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
331.0,1188569.25,4830.31,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
332.0,1192971.42,4823.95,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
333.0,1197367.14,4817.6,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
334.0,1201756.42,4811.26,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
335.0,1206139.26,4804.93,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
336.0,1210515.68,4798.61,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
337.0,1214885.68,4792.29,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
338.0,1219249.27,4785.98,0.71,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
339.0,1223606.45,4779.68,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
340.0,1227957.23,4773.39,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
341.0,1232301.62,4767.11,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
342.0,1236639.63,4760.84,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
343.0,1240971.26,4754.57,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
344.0,1245296.52,4748.31,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
345.0,1249615.41,4742.06,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
346.0,1253927.95,4735.82,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
347.0,1258234.14,4729.58,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
348.0,1262533.98,4723.36,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
349.0,1266827.49,4717.14,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
350.0,1271114.67,4710.93,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
351.0,1275395.52,4704.73,0.7,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
352.0,1279670.07,4698.53,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
353.0,1283938.3,4692.34,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
354.0,1288200.23,4686.17,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
355.0,1292455.86,4680.0,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
356.0,1296705.21,4673.83,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
357.0,1300948.27,4667.68,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
358.0,1305185.06,4661.53,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
359.0,1309415.58,4655.39,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
360.0,1313639.84,4649.26,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
361.0,1317857.84,4643.13,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
362.0,1322069.6,4637.02,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
363.0,1326275.11,4630.91,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
364.0,1330474.38,4624.81,0.69,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
365.0,1334667.43,4618.71,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
366.0,1338854.25,4612.63,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
367.0,1343034.86,4606.55,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
368.0,1347209.26,4600.48,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
369.0,1351377.46,4594.42,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
370.0,1355539.45,4588.36,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
371.0,1359695.26,4582.31,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
372.0,1363844.89,4576.27,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
373.0,1367988.33,4570.24,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
374.0,1372125.61,4564.21,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
375.0,1376256.72,4558.2,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
376.0,1380381.67,4552.19,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
377.0,1384500.47,4546.18,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
378.0,1388613.12,4540.19,0.68,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
379.0,1392719.63,4534.2,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
380.0,1396820.01,4528.22,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
381.0,1400914.26,4522.24,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
382.0,1405002.39,4516.28,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
383.0,1409084.41,4510.32,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
384.0,1413160.32,4504.37,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
385.0,1417230.12,4498.42,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
386.0,1421293.83,4492.49,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
387.0,1425351.45,4486.56,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
388.0,1429402.98,4480.63,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
389.0,1433448.43,4474.72,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
390.0,1437487.82,4468.81,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
391.0,1441521.13,4462.91,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
392.0,1445548.39,4457.02,0.67,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
393.0,1449569.59,4451.13,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
394.0,1453584.75,4445.25,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
395.0,1457593.86,4439.38,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
396.0,1461596.93,4433.51,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
397.0,1465593.98,4427.65,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
398.0,1469585.0,4421.8,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
399.0,1473570.0,4415.96,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
400.0,1477548.99,4410.12,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
401.0,1481521.98,4404.29,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
402.0,1485488.96,4398.47,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
403.0,1489449.95,4392.65,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
404.0,1493404.94,4386.84,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
405.0,1497353.96,4381.04,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
406.0,1501296.99,4375.24,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
407.0,1505234.06,4369.46,0.66,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
408.0,1509165.16,4363.67,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
409.0,1513090.3,4357.9,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
410.0,1517009.48,4352.13,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
411.0,1520922.71,4346.37,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
412.0,1524830.0,4340.62,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
413.0,1528731.36,4334.87,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
414.0,1532626.78,4329.13,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
415.0,1536516.27,4323.39,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
416.0,1540399.84,4317.67,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
417.0,1544277.5,4311.95,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
418.0,1548149.25,4306.23,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
419.0,1552015.09,4300.53,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
420.0,1555875.04,4294.83,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
421.0,1559729.09,4289.13,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
422.0,1563577.26,4283.45,0.65,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
423.0,1567419.54,4277.77,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
424.0,1571255.94,4272.09,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
425.0,1575086.48,4266.43,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
426.0,1578911.15,4260.77,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
427.0,1582729.95,4255.11,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
428.0,1586542.91,4249.47,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
429.0,1590350.01,4243.83,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
430.0,1594151.27,4238.19,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
431.0,1597946.69,4232.56,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
432.0,1601736.28,4226.94,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
433.0,1605520.04,4221.33,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
434.0,1609297.98,4215.72,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
435.0,1613070.1,4210.12,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
436.0,1616836.4,4204.53,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
437.0,1620596.9,4198.94,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
438.0,1624351.6,4193.36,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
439.0,1628100.5,4187.78,0.64,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
440.0,1631843.61,4182.21,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
441.0,1635580.94,4176.65,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
442.0,1639312.48,4171.09,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
443.0,1643038.25,4165.54,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
444.0,1646758.25,4160.0,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
445.0,1650472.48,4154.46,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
446.0,1654180.95,4148.93,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
447.0,1657883.67,4143.41,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
448.0,1661580.64,4137.89,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
449.0,1665271.86,4132.38,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
450.0,1668957.35,4126.87,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
451.0,1672637.09,4121.37,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
452.0,1676311.11,4115.88,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
453.0,1679979.41,4110.39,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
454.0,1683641.98,4104.91,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
455.0,1687298.84,4099.44,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
456.0,1690949.99,4093.97,0.63,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
457.0,1694595.44,4088.51,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
458.0,1698235.18,4083.05,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
459.0,1701869.24,4077.6,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
460.0,1705497.6,4072.16,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
461.0,1709120.27,4066.72,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
462.0,1712737.27,4061.29,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
463.0,1716348.59,4055.87,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
464.0,1719954.24,4050.45,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
465.0,1723554.23,4045.03,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
466.0,1727148.56,4039.63,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
467.0,1730737.23,4034.23,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
468.0,1734320.25,4028.83,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
469.0,1737897.62,4023.44,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
470.0,1741469.35,4018.06,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
471.0,1745035.45,4012.68,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
472.0,1748595.91,4007.31,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
473.0,1752150.75,4001.95,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
474.0,1755699.96,3996.59,0.62,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
475.0,1759243.56,3991.24,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
476.0,1762781.55,3985.89,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
477.0,1766313.92,3980.55,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
478.0,1769840.7,3975.22,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
479.0,1773361.87,3969.89,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
480.0,1776877.45,3964.57,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
481.0,1780387.45,3959.25,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
482.0,1783891.85,3953.94,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
483.0,1787390.68,3948.63,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
484.0,1790883.93,3943.33,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
485.0,1794371.61,3938.04,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
486.0,1797853.73,3932.75,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
487.0,1801330.28,3927.47,0.61,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
